Year,Month,DO_avg,DO_sd,pH_avg,pH_sd,Temperature_avg,Temperature_sd,Chla_avg,Chla_sd
2000,Jan,7.941302240582676,0.7820927475951992,7.974212163188926,0.05199566643657465,12.402351689392503,0.6173558025908508,0.2470315341452982,0.08237871067361484
2000,Feb,6.421644934660694,1.0069491171789546,7.870419912359784,0.07931877707731423,11.23294672094134,0.5852639982385832,0.2851153555584748,0.17757703383945125
2000,Mar,4.333574365895704,0.9882239234110577,7.685805947193981,0.05702498686449634,9.213975220716835,0.9224247970547946,0.45397672069345185,0.468297478156065
2000,Apr,4.715264573486879,0.854832405382389,7.705911884996746,0.05936420041972924,9.797073713005531,0.9479186397112516,0.4587521213674434,0.39565479103582846
2000,May,4.003050653393059,0.7803261360719895,7.6531385428211225,0.05698228499587993,9.90813641300589,1.0185538989101348,0.3887328049409756,0.3455875168923979
2000,Jun,3.909216398975381,1.0358908587918174,7.644461361603058,0.08221907325225737,10.535975936304096,1.4958624674551777,0.3445672645868469,0.24633424961725015
2000,Jul,4.3273429575074065,1.1081815731451896,7.671019362542215,0.0937760466588557,11.709254988160144,1.2956095877897065,0.2936154777083218,0.1912669487335902
2000,Aug,4.706881169648526,1.0689947563650897,7.703663357762666,0.08719094353605582,12.242186135147819,1.3322107254958229,0.2955674405249664,0.15670063266663883
2000,Sep,5.059109514981306,1.000313165048857,7.7285578697583475,0.0854258631093263,12.43316648668414,1.2912103701631334,0.30483413204281645,0.1393001057486707
2000,Oct,5.872799463000846,0.7717224085296069,7.790488963202483,0.06931788568406579,12.895757711767882,1.118821026301644,0.31076413136539016,0.09896183032092644
2000,Nov,7.140207159106942,0.5824431392158563,7.895614555134999,0.0370731243500715,13.604864374509514,0.6425490050654623,0.2765666710099302,0.07786309441420028
2000,Dec,7.654556781708522,0.7672855549628389,7.963437569060659,0.05901982374848614,13.425255006915021,0.45729995696831693,0.24674827850194603,0.08694895379994465
2001,Jan,8.1913838331511,0.43000213097505985,8.018631949112592,0.040048986371329975,12.72967740267717,0.6096613953963077,0.2930367287105416,0.07037575200849601
2001,Feb,8.20246667563135,0.44299105970372127,8.020558851298038,0.031287768838207816,12.841032857012264,0.8018662499866416,0.2975256391222805,0.07048286469132867
2001,Mar,6.839630649954149,0.8339387599514637,7.923120715009977,0.06276646024605895,12.09234175025475,0.8846102359776025,0.29070086805801626,0.13950096063617504
2001,Apr,4.761959033974676,1.097228253330819,7.749752336377215,0.08015156795776864,10.294814189454502,0.9110750857399624,0.36392676329732143,0.396230074145115
2001,May,3.90625191564969,0.6128192189268002,7.664633638971815,0.04333812178969093,10.129941113646359,1.086109812645127,0.2649668382257896,0.22996288478688628
2001,Jun,3.6993719424555582,0.8172501706882618,7.633513044826603,0.06533018441120352,10.51728966973436,1.1311414843670846,0.35838292292361285,0.27431395296807753
2001,Jul,4.057523749977956,0.8857829663476887,7.653522655065119,0.0722664180441432,11.282376237701348,1.142152692841328,0.2791036419112143,0.1859615134564933
2001,Aug,4.59387996437641,0.8141438600935917,7.695526199469986,0.07081864004841114,11.552108734509746,0.966285471403872,0.2763696534109237,0.14640175129267766
2001,Sep,5.652780668581582,1.0196584607004637,7.777842625000138,0.08464691119397023,12.313965821104716,1.2300282094669688,0.3598767875548679,0.12161844180237788
2001,Oct,6.681951803444203,0.6264347818957243,7.86046008331781,0.047758878776911894,13.136768541271477,1.0906865575447264,0.3146019993396161,0.09113300759402447
2001,Nov,7.6307742200726585,0.6377345683882596,7.966247989146488,0.050133774962183214,13.899466970973306,0.5913378183946151,0.24216276106191273,0.0640541242229788
2001,Dec,6.88799078658472,0.8871090910395507,7.9228785872190315,0.07644774154383549,12.144920187663816,0.4434925259329026,0.22672957646120215,0.08253456154561371
2002,Jan,8.017599447349394,0.7889606971797699,7.992741613840142,0.0657189819267639,12.266144907501427,0.33087431392979877,0.24755086285602426,0.07522245981411027
2002,Feb,7.3599658908542605,1.0162810256089234,7.95580052898915,0.07902074090219947,12.011402668317876,0.6210816035655056,0.28060060931247727,0.09526180396864874
2002,Mar,5.487431758562007,0.9558224244271637,7.798662997260858,0.06988108620917088,10.576367630108216,0.7931453398826992,0.33307792105907513,0.1724560434374071
2002,Apr,4.085999201996332,0.6627873946735459,7.6808389379531485,0.04046346123519031,9.516300754676285,0.7321282912276815,0.36668562558195794,0.33816651456358077
2002,May,4.020027118898137,0.7387136074814371,7.654841216369354,0.04783727685028549,9.737910765826568,0.8532317964735889,0.49697447359313845,0.44805025583004404
2002,Jun,3.961113364467234,0.7560238555725133,7.643577341032351,0.060255023253936245,10.455691328974394,1.1894973466135068,0.3036395756361699,0.22219080878035266
2002,Jul,4.29952174284442,0.9637712728006688,7.666971919229821,0.07889980234733991,11.652790693881549,1.3373708204726287,0.26054811415459084,0.17110696555850644
2002,Aug,4.710131381824917,1.0420581565708562,7.702577007543422,0.08135469509150463,12.01187932464393,1.3043693373961607,0.31271196949520647,0.13425103774434613
2002,Sep,4.314699004920288,0.6640973155293508,7.673812267742631,0.0527845941760041,11.561195603880872,0.863390833421933,0.2423219484661792,0.12666743710655257
