Year,Month,DO_avg,DO_sd,pH_avg,pH_sd,Temperature_avg,Temperature_sd,Chla_avg,Chla_sd
2000,Jan,7.830906328257266,0.7109679415684664,8.001349973355675,0.05543052915865854,12.426884681322774,0.7800163904027596,0.2817903527523271,0.08944623666435601
2000,Feb,8.256493706352286,0.5699230233376618,8.024588038097924,0.043239823022333465,12.07983147209977,0.7340822848017823,0.3137033897920871,0.0764898121109871
2000,Mar,6.5317135266030615,0.7534449708162382,7.892045074876221,0.05770434643700022,11.531665035618078,0.9880995758547442,0.3077663088608407,0.14719978090114536
2000,Apr,5.991125078257265,0.7259534629321956,7.838859189982877,0.050049530938679955,11.646365208765722,0.9979311347618479,0.333331282433484,0.1743730760172178
2000,May,4.454567373443673,0.6773171356820714,7.721080761730805,0.048266596859638605,10.626303879455842,1.0656166541147756,0.29808529624904656,0.26807228621867474
2000,Jun,4.156803575916161,0.8629587304201524,7.6821420886984795,0.06980941581654057,10.586298466805141,1.4407155823109725,0.3938552542373067,0.3088782370630485
2000,Jul,4.3935555158145805,0.9499626817451021,7.69890926761498,0.08494070837870245,11.46593297738792,1.5752268247358248,0.29473980280947,0.22113541928554858
2000,Aug,4.7423191717074635,1.3178586847864406,7.732711585326873,0.10695910785115534,12.5623023999733,1.6412683559860373,0.31410595023285587,0.194983814659252
2000,Sep,5.833539181539221,0.9856776589900321,7.810559412695754,0.0828772765568408,13.867372749621389,1.3727990394127847,0.337370399360463,0.11139505832494372
2000,Oct,6.35452491557033,0.8408094626393559,7.8574281664518955,0.06507752095771971,14.278659943264172,1.1200039038968477,0.31086690895444385,0.08677251470378863
2000,Nov,5.962509007301073,0.9078208844584394,7.825815947814666,0.06576409147886943,12.712148311175826,0.9155529820605072,0.3097776453059091,0.16175605237177954
2000,Dec,7.901343400597841,0.37449165135508333,7.9612975949358455,0.03018997716356652,13.010134092033852,0.7782742522752626,0.3005313010335507,0.0783282575553791
2001,Jan,8.452847521779768,0.26825551592782676,8.038305171725444,0.01428583300532469,13.690512937024808,0.7182652047588164,0.3028338090022584,0.06155312588575386
2001,Feb,7.379499815930092,0.6611043795655204,7.966331123498438,0.05717904444144757,12.497408531051187,1.0846145134392753,0.3593900107923668,0.12792633925474134
2001,Mar,6.986685287854472,0.7635581005203308,7.930642891145452,0.06084298645342614,12.509871448404901,1.0217592045849289,0.36502801832946913,0.1279986718436054
2001,Apr,6.856196401488431,0.6429091321935534,7.915995627978047,0.04937831945052259,13.360888588778321,1.0605363081549612,0.3573978100283151,0.09697090927602063
2001,May,6.150330436344879,0.9549721860448047,7.866384733342156,0.07902699292035237,13.350094930851164,1.56427364763431,0.37813997732025506,0.12716179161469013
2001,Jun,4.868389930604543,1.2016232380991265,7.766662412518572,0.09736247196885925,11.942493333235282,1.7548906458096836,0.36997288163608405,0.27794774628655
2001,Jul,5.621900992985503,1.3048703108874598,7.8171315505327,0.10303644951240905,13.700658705648934,1.7404903516642798,0.36467730414551214,0.1313716155205563
2001,Aug,6.228040310207393,1.2153338832419183,7.870417785429255,0.0886281667801594,14.549158107077295,1.5110311074786993,0.3606961554013041,0.10668394660026885
2001,Sep,5.880692616482084,1.1162030610504599,7.846803108671718,0.08423919604564425,13.969001182315044,1.448460285450797,0.3462907515096207,0.12317488178775537
2001,Oct,6.468188861235539,0.8717947299965189,7.886342830098241,0.06390700262271722,14.735449892134483,1.12926984329192,0.2999514109427719,0.07314621146564967
2001,Nov,6.50460836977991,0.7517233032895594,7.897079800375428,0.056372586220254685,13.849130240842936,0.8733933296763396,0.2679442428977441,0.08460206882477363
2001,Dec,6.053521587983211,0.9094865162076964,7.82770780085441,0.0652978589830912,11.168495042598543,0.7681442842445397,0.28994945723470933,0.11697369094476683
2002,Jan,7.942414638958449,0.6757129938571296,7.954152533485981,0.03988165825644562,12.156009865668235,0.5999418039907874,0.26634638584124315,0.08379803003501145
2002,Feb,7.939451715266999,0.8875182387545415,7.988050060401383,0.05872634165917264,12.474461626522158,0.5769517807498957,0.28041442545891887,0.08478562698858408
2002,Mar,5.830431417977568,0.9676294847474918,7.837042962455319,0.0680794838376017,11.579993893814947,0.7910513253195727,0.3300329752552321,0.19585289063606778
2002,Apr,4.954041218432561,0.9629172442929733,7.755605975338352,0.06648759999992734,11.225058366159823,0.938491271533023,0.41723762517773944,0.3330660238780667
2002,May,5.020993763116359,0.9755016997839584,7.756581286006265,0.07581827165225796,11.883265904325395,0.9933905960083789,0.36894542167833577,0.25050058323319163
2002,Jun,4.372991138191309,0.9007292676015564,7.712815214764184,0.07852438874881144,11.808355073089254,1.2752568815536471,0.3128534409766239,0.17344291807657905
2002,Jul,4.155057619391931,1.1395741643112076,7.6978168239981,0.09473733104566112,11.974432915112773,1.3860176490038874,0.2477907280613191,0.17448164465750154
2002,Aug,4.547253118717375,0.9827404492700079,7.719042501385002,0.08525997064024422,12.308805502295225,1.1873176114305404,0.26558773127714547,0.16256947180034165
2002,Sep,5.065029205942262,0.9376803617897923,7.755864517952465,0.08363133235413939,12.830123901367188,1.0867900246812687,0.24948411127531367,0.1121815194200829
2002,Oct,6.5658855008024135,0.8296248342277482,7.872074184245504,0.06990676355501114,14.441140943402361,1.084871368864454,0.30583950745164673,0.0819214759949202
2002,Nov,7.68521043158331,0.42835891781001256,7.980917292308592,0.03146216736579611,15.584235936201454,0.8894287130006423,0.26048785903854776,0.05944009349325245
2002,Dec,8.029757503879795,0.2761924982650009,8.037124663927754,0.022708668917851265,15.418808588325035,0.7561749745810994,0.22504217311336278,0.0370580571600973
2003,Jan,7.955421947746192,0.4449655422196918,8.039648690019181,0.03928089320233002,14.366563949843293,0.48049095755011806,0.24690413841679187,0.06228140325147911
2003,Feb,7.515876192596642,0.5772777751483832,7.999226093292236,0.05001690952085871,13.639508154806649,0.6900501612176255,0.26379672950028565,0.08449275669395323
2003,Mar,6.2379038989753814,0.6901579845651001,7.889890129356298,0.05285853024666152,12.238528167690164,1.0011530656466818,0.327743284303367,0.1258973143974283
2003,Apr,5.3310102902793455,0.8957615152827503,7.790520608828784,0.06361245459665471,11.413367600796185,1.3840092329782905,0.5524618244618513,0.489836537958255
2003,May,4.635017109683621,0.8374085940770566,7.727509186445456,0.06370385202329241,11.31342689178329,1.1699669712077934,0.323177488613243,0.25025261703942364
2003,Jun,4.2457250645898,0.8977296393086238,7.69828690470745,0.07652163721828477,11.687980010331888,1.4404615298301693,0.3157983274066623,0.22467341198388358
2003,Jul,4.413588159014355,1.0825749943910972,7.703694024957868,0.09150912770735777,12.458075163864928,1.614739355330419,0.30074173843584806,0.15959704684587364
2003,Aug,4.669511258024126,1.1817986250304453,7.7273478680216705,0.09563078940930231,13.081067242417863,1.6344525860505628,0.3154959360696796,0.1416075411691381
2003,Sep,5.331406899204641,0.9520425108042105,7.775517543336338,0.07679969592850497,13.970140104100075,1.3458504252299115,0.34119845845192065,0.11985695686645055
2003,Oct,5.829388818469596,0.8478851730184371,7.817378614610797,0.0604677377554349,14.385409843840932,1.0717666218416102,0.2982350780752658,0.08459742600474027
2003,Nov,5.274717805401735,0.929721950033561,7.769083066126563,0.06494623576503356,12.557029399053777,1.0533448053492855,0.28371037679049554,0.15321309836661742
2003,Dec,6.336239795693426,0.931135988344899,7.806216938501018,0.054865484894098066,11.498096252940847,0.6234995225379147,0.29333187152818685,0.11149723697401713
2004,Jan,7.769871504876201,0.7795164315802913,7.9089049787069285,0.03691280221692021,11.608543049401138,0.41419688216499345,0.2798148105530653,0.0918627401660939
2004,Feb,7.989919876684184,0.8962636610374656,7.961319787776766,0.05578168156413537,12.136349116168226,0.445327549371404,0.29385182098327856,0.10349278084738292
